"","ABCE Facility ID","State","Year","Area","Region","Cadre","Facility","Cadre_Centre","HSA","CAF","IAF","WISN","WISN_round"
"16",15,"GJ","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.48676682861569,1.25039619651347,0.0709759188846641,1.93002350648812,2
"17",15,"GJ","2011","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.18197701028024,1.25039619651347,0.0709759188846641,1.54891547690544,2
"18",15,"GJ","2012","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.18567367272215,1.25039619651347,0.0709759188846641,1.5535377695626,2
"19",15,"GJ","2013","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.50469564145895,1.25039619651347,0.0709759188846641,1.95244162587533,2
"20",15,"GJ","2014","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.67052175749894,1.25039619651347,0.0709759188846641,2.15978997065434,2
"21",23,"MP","2008","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.03888536825799,1.27876823338736,0.106463878326996,1.43495748538624,2
"22",23,"MP","2009","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.13130192930573,1.27876823338736,0.106463878326996,1.553136847893,2
"23",23,"MP","2010","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.1487994648641,1.27876823338736,0.106463878326996,1.57551214052761,2
"24",23,"MP","2011","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.18231587100408,1.27876823338736,0.106463878326996,1.61837185599672,2
"25",23,"MP","2012","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.26795521757499,1.27876823338736,0.106463878326996,1.72788473191965,2
"26",26,"AP & TG","2007","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.02967891846219,1.27053140096618,0.0304182509505703,2.60918905073586,3
"27",26,"AP & TG","2008","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.86480777355302,1.27053140096618,0.0304182509505703,2.39971508401552,3
"28",26,"AP & TG","2009","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.98859315589354,1.27053140096618,0.0304182509505703,2.55698829925975,3
"29",26,"AP & TG","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.94914448669202,1.27053140096618,0.0304182509505703,2.50686752631289,3
"30",26,"AP & TG","2011","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.39881706801859,1.27053140096618,0.0304182509505703,1.80765926007564,2
"31",38,"AP & TG","2007","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.33416508238276,1.26442307692308,0.0266159695817491,2.97798816509457,3
"32",38,"AP & TG","2009","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.7417221166033,1.26442307692308,0.0266159695817491,3.49331268432534,4
"33",38,"GJ","2010","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.08194708491762,1.25837320574163,0.091254752851711,2.71112118028393,3
"34",38,"AP & TG","2010","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",3.07590040135192,1.26442307692308,0.0266159695817491,3.91585541936808,4
"35",38,"GJ","2011","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.90118029150824,1.25837320574163,0.091254752851711,2.48364909096973,3
"36",38,"AP & TG","2011","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.54108576256865,1.26442307692308,0.0266159695817491,3.23962344821423,3
"37",38,"GJ","2012","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.62242553865653,1.25837320574163,0.091254752851711,2.13287157900801,2
"38",38,"GJ","2013","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.58048162230672,1.25837320574163,0.091254752851711,2.08009047852954,2
"39",38,"GJ","2014","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.96906685678074,1.25837320574163,0.091254752851711,2.56907572573847,3
"40",43,"AP & TG","2007","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",8.01473384030418,1.26442307692308,0.0266159695817491,10.1606303926587,10
"41",43,"AP & TG","2008","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",9.69408137938319,1.26442307692308,0.0266159695817491,12.2840361752441,12
"42",43,"AP & TG","2009","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",8.58452814744402,1.26442307692308,0.0266159695817491,10.8810914637057,11
"43",43,"AP & TG","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",5.67770384452894,1.26442307692308,0.0266159695817491,7.20563573453901,7
"44",43,"AP & TG","2011","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",3.57397945711872,1.26442307692308,0.0266159695817491,4.54563807161166,5
"45",63,"GJ","2012","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.184278622729193,1.26442307692308,0.106463878326996,0.339470021489389,1
"46",63,"GJ","2013","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.628062948880439,1.26442307692308,0.106463878326996,0.900601164651783,1
"47",63,"GJ","2014","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.942140631601183,1.26442307692308,0.106463878326996,1.29772823463041,2
"48",65,"OD","2009","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",3.83536121673004,1.2729912875121,1.4532319391635,6.33561335252265,6
"49",65,"OD","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",4.16722908745247,1.2729912875121,1.4532319391635,6.7580782605575,7
"50",65,"OD","2011","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",4.47364543726236,1.2729912875121,1.4532319391635,7.14814360421674,7
"51",65,"OD","2012","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",4.19079531051965,1.2729912875121,1.4532319391635,6.78807785720157,7
"52",65,"OD","2013","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",3.41355354879594,1.2729912875121,1.4532319391635,5.79865586623675,6
"53",77,"AP & TG","2007","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.170891423743135,1.27053140096618,0.0304182509505703,0.247541170972041,1
"54",77,"AP & TG","2008","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.214300802703845,1.27053140096618,0.0304182509505703,0.302694150038064,1
"55",77,"AP & TG","2009","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.279890156316012,1.27053140096618,0.0304182509505703,0.386027483371397,1
"56",77,"AP & TG","2010","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.426436417405999,1.27053140096618,0.0304182509505703,0.572219109780415,1
"57",77,"AP & TG","2011","Semi/Peri-Urban","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",0.448880439374736,1.27053140096618,0.0304182509505703,0.60073494445567,1
"58",92,"AP & TG","2007","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",4.25195395014787,1.27053140096618,0.0304182509505703,5.43265926007564,5
"59",92,"AP & TG","2008","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",5.23109421208281,1.27053140096618,0.0304182509505703,6.67668770881423,7
"60",92,"AP & TG","2009","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",5.61480777355302,1.27053140096618,0.0304182509505703,7.16420783763871,7
"61",92,"AP & TG","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",4.41677228559358,1.27053140096618,0.0304182509505703,5.64206613071439,6
"62",107,"AP & TG","2007","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.73838191803971,1.27053140096618,0.0304182509505703,2.23908706469185,3
"63",107,"AP & TG","2008","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",1.50464723278411,1.27053140096618,0.0304182509505703,1.94211980757966,2
"64",107,"AP & TG","2009","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.12943599493029,1.27053140096618,0.0304182509505703,2.73593354885717,3
"65",107,"AP & TG","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.20933671313899,1.27053140096618,0.0304182509505703,2.83744992030108,3
"66",107,"AP & TG","2011","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",2.38022813688213,1.27053140096618,0.0304182509505703,3.05457284032255,3
"67",121,"AP & TG","2007","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",3.48088297422898,1.27053140096618,0.0304182509505703,4.45298937279705,5
"68",121,"AP & TG","2008","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",4.58592099704267,1.27053140096618,0.0304182509505703,5.85697488004343,6
"69",121,"AP & TG","2009","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",5.3339670468948,1.27053140096618,0.0304182509505703,6.80739087574928,7
"70",121,"AP & TG","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",5.52994296577947,1.27053140096618,0.0304182509505703,7.05638443452545,7
"71",121,"AP & TG","2011","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",6.59056822982678,1.27053140096618,0.0304182509505703,8.40394213715562,8
"72",126,"AP & TG","2010","Rural","rural","Medical officer","Community Health Centre (CHC)","GDMO_CHC",3.24397972116603,1.27053140096618,0.0304182509505703,4.15199635078954,4
"73",7,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.864279678918462,1.26726630260199,0,1.09527251311704,1
"74",7,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.644895085199268,1.26726630260199,0,0.817253810186672,1
"75",7,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.577172229263484,1.26726630260199,0,0.731430916943284,1
"76",7,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.762301084354316,1.26726630260199,0,0.966038476639183,1
"77",7,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.651302633431911,1.26726630260199,0,0.825373880144198,1
"78",9,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.24947190536544,1.27053140096618,0,4.12855609232421,4
"79",9,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",2.99065272496831,1.27053140096618,0,3.79971819645733,4
"80",9,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",2.680027460921,1.27053140096618,0,3.4050590445518,4
"81",9,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",2.95975918884664,1.27053140096618,0,3.76046698872786,4
"82",9,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.25485847063794,1.27053140096618,0,4.13539989264627,4
"83",12,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.21315219687368,1.26442307692308,0,1.53393763354701,2
"84",12,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.34304367342628,1.26442307692308,0,1.69817541399573,2
"85",12,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.60541429024081,1.26442307692308,0,2.02992287660256,2
"86",12,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.53323695606253,1.26442307692308,0,1.93866018963675,2
"87",12,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.837940959019856,1.26442307692308,0,1.05951188568376,1
"88",14,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.0789501478665,1.27053140096618,0,3.91190284487386,4
"89",14,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",4.2815800591466,1.27053140096618,0,5.4398819108964,5
"90",14,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",4.34711660329531,1.27053140096618,0,5.52314814814815,6
"91",14,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",4.25802703844529,1.27053140096618,0,5.40995705850778,5
"92",18,"GJ","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.162329689480355,1.26442307692308,0.279467680608365,0.484721086057083,1
"93",18,"GJ","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.151378326996198,1.26442307692308,0.279467680608365,0.470873930608365,1
"94",18,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.20668963878327,1.26442307692308,0.279467680608365,0.540810829646827,1
"95",18,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.236078105196451,1.26442307692308,0.279467680608365,0.577970284775032,1
"96",18,"GJ","2014","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.420125686523025,1.26442307692308,0.279467680608365,0.810684293856228,1
"97",20,"OD","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.264773447401774,1.26442307692308,0.0266159695817491,0.361401626633031,1
"98",20,"OD","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.274246144909168,1.26442307692308,0.0266159695817491,0.373379123962091,1
"99",20,"OD","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.364352291930714,1.26442307692308,0.0266159695817491,0.487311415628758,1
"100",20,"OD","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.409728823405154,1.26442307692308,0.0266159695817491,0.544686549175766,1
"101",20,"OD","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.327247042670047,1.26442307692308,0.0266159695817491,0.440394682188587,1
"102",21,"GJ","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.594146070975919,1.30845771144279,0.55893536121673,1.3363503695086,2
"103",21,"GJ","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.485371778622729,1.30845771144279,0.55893536121673,1.19402380787234,2
"104",21,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.593129488804394,1.30845771144279,0.55893536121673,1.33502021472696,2
"105",21,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.429274926066751,1.30845771144279,0.55893536121673,1.1206234485578,2
"106",22,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.39786649767638,1.27053140096618,0,1.77603327965647,2
"107",22,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.69233206590621,1.27053140096618,0,2.15016103059581,2
"108",22,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.57625686523025,1.27053140096618,0,2.00268384326355,2
"109",23,"TN","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",2.33286414156186,1.26115824419034,0,2.94211084470675,3
"110",23,"TN","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.10135760943746,1.26115824419034,0,3.91130271732448,4
"111",23,"TN","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.48170152091255,1.26115824419034,0,4.39097657690889,4
"112",23,"GJ","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.328032583438952,1.26442307692308,0.279467680608365,0.694239649091271,1
"113",23,"TN","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.74530198888564,1.26115824419034,0,4.72341848026559,5
"114",23,"GJ","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.22018245669624,1.26442307692308,0.279467680608365,0.557871459988707,1
"115",23,"TN","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.77149142049332,1.26115824419034,0,4.75644749784827,5
"116",23,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.308116814533164,1.26442307692308,0.279467680608365,0.669057691292126,1
"117",23,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.235985688635403,1.26442307692308,0.279467680608365,0.577853431142553,1
"118",23,"GJ","2014","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.370220743557245,1.26442307692308,0.279467680608365,0.747583332317767,1
"119",24,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.47581326573722,1.27053140096618,0,0.604535695115405,1
"120",24,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.501003379805661,1.27053140096618,0,0.63654052603328,1
"121",24,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.565272496831432,1.27053140096618,0,0.718196457326892,1
"122",24,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.656844106463878,1.27053140096618,0,0.834541062801933,1
"123",24,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.567912970004225,1.27053140096618,0,0.721551261406334,1
"124",27,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",7.80692860160541,1.27053140096618,0,9.91894793344069,10
"125",27,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",11.188371356147,1.27053140096618,0,14.2151771336554,14
"126",27,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",6.52746092099704,1.27053140096618,0,8.29334406870639,8
"127",27,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.70664343050275,1.27053140096618,0,2.16834406870639,2
"128",27,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.2089670468948,1.27053140096618,0,1.5360305958132,2
"129",28,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.13060592765916,1.26115824419034,0.257970166715414,0.42268490912289,1
"130",28,"GJ","2014","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.854995369016282,1.26115824419034,0.257970166715414,1.33625462509486,2
"131",29,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.404098014364174,1.27053140096618,0,0.513419216317767,1
"132",29,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.4147127165188,1.27053140096618,0,0.526905528717123,1
"133",29,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.450042247570765,1.27053140096618,0,0.571792807300054,1
"134",29,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.508238276299113,1.27053140096618,0,0.64573268921095,1
"135",30,"GJ","2010","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.00802703844529,1.27053140096618,0.319391634980989,1.60012164034868,2
"136",30,"GJ","2011","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.06796577946768,1.27053140096618,0.319391634980989,1.676275692952,2
"137",30,"GJ","2012","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.15082382762991,1.27053140096618,0.319391634980989,1.78154944496489,2
"138",30,"GJ","2013","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.05645331643431,1.27053140096618,0.319391634980989,1.66164874716564,2
"139",30,"GJ","2014","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.2301436417406,1.27053140096618,0.319391634980989,1.88232775951132,2
"140",33,"GJ","2010","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.82319391634981,1.27053140096618,0.319391634980989,1.36528535478775,2
"141",33,"GJ","2011","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.843208702999578,1.27053140096618,0.319391634980989,1.39071476970992,2
"142",33,"GJ","2012","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.852608787494719,1.27053140096618,0.319391634980989,1.40265787223273,2
"143",33,"GJ","2013","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.778358681875792,1.27053140096618,0.319391634980989,1.30832078151883,2
"144",33,"GJ","2014","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.863487536966624,1.27053140096618,0.319391634980989,1.41647966504003,2
"145",35,"OD","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.269342040006613,1.26627590537995,0.0277731856505207,0.368834521216776,1
"146",35,"GJ","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.73657086408708,1.28219099512475,0.394542607917692,1.3389671371214,2
"147",35,"OD","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.282794676806084,1.26627590537995,0.0277731856505207,0.385869271059773,1
"148",35,"GJ","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.63800044732722,1.28219099512475,0.394542607917692,1.21258103636622,2
"149",35,"OD","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.29889926709649,1.26627590537995,0.0277731856505207,0.406262125710531,1
"150",35,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.568068291955566,1.28219099512475,0.394542607917692,1.12291465647901,2
"151",35,"OD","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.317221854852042,1.26627590537995,0.0277731856505207,0.429463577109595,1
"152",35,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.887394691716991,1.28219099512475,0.394542607917692,1.53235209075872,2
"153",35,"OD","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.32995123160853,1.26627590537995,0.0277731856505207,0.445582480186841,1
"154",35,"GJ","2014","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.09314657421904,1.28219099512475,0.394542607917692,1.79616530173281,2
"155",39,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.29910619983101,1.26442307692308,0,0.378196781517094,1
"156",39,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.285798215040135,1.26442307692308,0,0.361369858440171,1
"157",39,"GJ","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.600285171102662,1.25837320574163,0.239543726235741,0.994926501355359,1
"158",39,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.293930872412336,1.26442307692308,0,0.371652978098291,1
"159",39,"GJ","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.573233523447402,1.25837320574163,0.239543726235741,0.960885432774816,1
"160",39,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.264449989438107,1.26442307692308,0,0.334376669337607,1
"161",39,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.58178865652725,1.25837320574163,0.239543726235741,0.971650983014051,1
"162",39,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.10321609632446,1.25837320574163,0.239543726235741,1.62780130199332,2
"163",39,"GJ","2014","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.999762357414449,1.25837320574163,0.239543726235741,1.49761788891517,2
"164",41,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.572137727080693,1.27053140096618,0,0.726918947933441,1
"165",41,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.603136882129278,1.27053140096618,0,0.766304347826087,1
"166",41,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.600971694127588,1.27053140096618,0,0.763553408480945,1
