"","State","Cadre","customid","Facility","Year","Area","HSA","CAF","IAF","WISN"
"30","MP","O and G specialist",160,"Community Health Centre (CHC)",2011,"Rural",0.251003379805661,1.03679369250986,0.0709759188846641,0.331214639865829
"31","MP","O and G specialist",190,"Community Health Centre (CHC)",2010,"Urban",0.974625052809464,1.03679369250986,0.0709759188846641,1.0814610261996
"32","MP","O and G specialist",190,"Community Health Centre (CHC)",2012,"Urban",0.698669201520913,1.03679369250986,0.0709759188846641,0.795351740172443
"33","MP","O and G specialist",190,"Community Health Centre (CHC)",2008,"Urban",0.601570201380087,1.03679369250986,0.0709759188846641,0.694680109277422
"34","MP","O and G specialist",190,"Community Health Centre (CHC)",2011,"Urban",0.890156316011829,1.03679369250986,0.0709759188846641,0.993884372673538
"35","MP","O and G specialist",190,"Community Health Centre (CHC)",2009,"Urban",0.746417758062245,1.03679369250986,0.0709759188846641,0.844857142420947
"36","MP","O and G specialist",196,"Community Health Centre (CHC)",2010,"Rural",0.269363469933812,1.03679369250986,0.0709759188846641,0.350250265504609
"37","MP","O and G specialist",196,"Community Health Centre (CHC)",2012,"Rural",0.246937051119561,1.03679369250986,0.0709759188846641,0.326998695932408
"38","MP","O and G specialist",196,"Community Health Centre (CHC)",2009,"Rural",0.284026897620054,1.03679369250986,0.0709759188846641,0.365453214840278
"39","MP","O and G specialist",196,"Community Health Centre (CHC)",2008,"Rural",0.253591043514998,1.03679369250986,0.0709759188846641,0.333897513278006
"40","MP","O and G specialist",196,"Community Health Centre (CHC)",2011,"Rural",0.247306717363752,1.03679369250986,0.0709759188846641,0.327381963562719
"41","MP","O and G specialist",201,"Community Health Centre (CHC)",2012,"Urban",0.531888114350092,1.03679369250986,0.0709759188846641,0.6224341609638
"42","MP","O and G specialist",201,"Community Health Centre (CHC)",2009,"Urban",0.57039501478665,1.03679369250986,0.0709759188846641,0.662357872454528
"43","MP","O and G specialist",201,"Community Health Centre (CHC)",2010,"Urban",0.602987255316153,1.03679369250986,0.0709759188846641,0.696149301860281
"44","MP","O and G specialist",201,"Community Health Centre (CHC)",2008,"Urban",0.476130122517955,1.03679369250986,0.0709759188846641,0.564624626725225
"45","MP","O and G specialist",201,"Community Health Centre (CHC)",2011,"Urban",0.558504083931841,1.03679369250986,0.0709759188846641,0.650029430346192
"46","MP","Surgery specialist",23,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"47","MP","Surgery specialist",23,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"48","MP","Surgery specialist",23,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"49","MP","Surgery specialist",23,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"50","MP","Surgery specialist",23,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"51","MP","Surgery specialist",57,"Community Health Centre (CHC)",2012,"Rural",0.0290674404642786,1.03478981155519,0.0672403442065239,0.0973190354469464
"52","MP","Surgery specialist",57,"Community Health Centre (CHC)",2009,"Rural",0.0262657594556734,1.03478981155519,0.0672403442065239,0.0944198844840141
"53","MP","Surgery specialist",57,"Community Health Centre (CHC)",2010,"Rural",0.033620172103262,1.03478981155519,0.0672403442065239,0.102030155761711
"54","MP","Surgery specialist",57,"Community Health Centre (CHC)",2008,"Rural",0.0409745847508505,1.03478981155519,0.0672403442065239,0.109640427039409
"55","MP","Surgery specialist",57,"Community Health Centre (CHC)",2011,"Rural",0.0297678607164299,1.03478981155519,0.0672403442065239,0.0980438231876794
"56","MP","Surgery specialist",62,"Community Health Centre (CHC)",2009,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"57","MP","Surgery specialist",62,"Community Health Centre (CHC)",2008,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"58","MP","Surgery specialist",62,"Community Health Centre (CHC)",2011,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"59","MP","Surgery specialist",62,"Community Health Centre (CHC)",2012,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"60","MP","Surgery specialist",62,"Community Health Centre (CHC)",2010,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"61","MP","Surgery specialist",129,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0.282486621602591,1.03679369250986,0.0709759188846641,0.363856266380649
"62","MP","Surgery specialist",129,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0.199311716659625,1.03679369250986,0.0709759188846641,0.277621049560675
"63","MP","Surgery specialist",129,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0.256301929305732,1.03679369250986,0.0709759188846641,0.336708142566954
"64","MP","Surgery specialist",129,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0.221183636107591,1.03679369250986,0.0709759188846641,0.300297717687409
"65","MP","Surgery specialist",129,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0.222107801718068,1.03679369250986,0.0709759188846641,0.301255886763187
"66","MP","Surgery specialist",137,"Community Health Centre (CHC)",2012,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"67","MP","Surgery specialist",137,"Community Health Centre (CHC)",2008,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"68","MP","Surgery specialist",137,"Community Health Centre (CHC)",2011,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"69","MP","Surgery specialist",137,"Community Health Centre (CHC)",2010,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"70","MP","Surgery specialist",137,"Community Health Centre (CHC)",2009,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"71","MP","Surgery specialist",165,"Community Health Centre (CHC)",2012,"Rural",0.155999155048585,1.03679369250986,0.0709759188846641,0.232714858875904
"72","MP","Surgery specialist",165,"Community Health Centre (CHC)",2010,"Rural",0.13862484157161,1.03679369250986,0.0709759188846641,0.214701280251287
"73","MP","Surgery specialist",165,"Community Health Centre (CHC)",2009,"Rural",0.137700675961132,1.03679369250986,0.0709759188846641,0.21374311117551
"74","MP","Surgery specialist",165,"Community Health Centre (CHC)",2008,"Rural",0.121065694972539,1.03679369250986,0.0709759188846641,0.196496067811515
"75","MP","Surgery specialist",165,"Community Health Centre (CHC)",2011,"Rural",0.305898817068019,1.03679369250986,0.0709759188846641,0.388129882967012
"76","MP","Surgery specialist",184,"Community Health Centre (CHC)",2009,"Urban",0.174667300380228,1.03679369250986,0.0709759188846641,0.252069874206609
"77","MP","Surgery specialist",184,"Community Health Centre (CHC)",2011,"Urban",0.188221729333897,1.03679369250986,0.0709759188846641,0.266123020651345
"78","MP","Surgery specialist",184,"Community Health Centre (CHC)",2012,"Urban",0.353339318405858,1.03679369250986,0.0709759188846641,0.43731589552359
"79","MP","Surgery specialist",184,"Community Health Centre (CHC)",2008,"Urban",0.144169835234474,1.03679369250986,0.0709759188846641,0.220450294705952
"80","MP","Surgery specialist",184,"Community Health Centre (CHC)",2010,"Urban",0.34224933108013,1.03679369250986,0.0709759188846641,0.42581786661426
"81","MP","Surgery specialist",208,"Community Health Centre (CHC)",2009,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"82","MP","Surgery specialist",208,"Community Health Centre (CHC)",2010,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"83","MP","Surgery specialist",208,"Community Health Centre (CHC)",2012,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"84","MP","Surgery specialist",208,"Community Health Centre (CHC)",2011,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"85","MP","Surgery specialist",208,"Community Health Centre (CHC)",2008,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"86","MP","Ophthalmologist",18,"Community Health Centre (CHC)",2012,"Rural",9.50570342205323e-05,1.01859024012393,0.0365019011406844,0.0365987253079966
"87","MP","Ophthalmologist",18,"Community Health Centre (CHC)",2011,"Rural",0.000190114068441065,1.01859024012393,0.0365019011406844,0.0366955494753087
"88","MP","Ophthalmologist",18,"Community Health Centre (CHC)",2009,"Rural",0.000285171102661597,1.01859024012393,0.0365019011406844,0.0367923736426209
"89","MP","Ophthalmologist",18,"Community Health Centre (CHC)",2010,"Rural",9.50570342205323e-05,1.01859024012393,0.0365019011406844,0.0365987253079966
"90","MP","Ophthalmologist",18,"Community Health Centre (CHC)",2008,"Rural",9.50570342205323e-05,1.01859024012393,0.0365019011406844,0.0365987253079966
"91","MP","Ophthalmologist",23,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"92","MP","Ophthalmologist",23,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"93","MP","Ophthalmologist",23,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"94","MP","Ophthalmologist",23,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"95","MP","Ophthalmologist",23,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"96","MP","Ophthalmologist",30,"Community Health Centre (CHC)",2012,"Urban",0.37779890156316,1.03679369250986,0.0709759188846641,0.4626754370625
"97","MP","Ophthalmologist",30,"Community Health Centre (CHC)",2009,"Urban",0.371144909167723,1.03679369250986,0.0709759188846641,0.455776619716903
"98","MP","Ophthalmologist",30,"Community Health Centre (CHC)",2011,"Urban",0.413841360371779,1.03679369250986,0.0709759188846641,0.500044031017822
"99","MP","Ophthalmologist",30,"Community Health Centre (CHC)",2008,"Urban",0.351737431347698,1.03679369250986,0.0709759188846641,0.435655069125575
"100","MP","Ophthalmologist",30,"Community Health Centre (CHC)",2010,"Urban",0.354140261934939,1.03679369250986,0.0709759188846641,0.438146308722597
"101","MP","Ophthalmologist",35,"Community Health Centre (CHC)",2009,"Urban",0.15045416138572,1.03679369250986,0.0709759188846641,0.226965844421239
"102","MP","Ophthalmologist",35,"Community Health Centre (CHC)",2008,"Urban",0.117553865652725,1.03679369250986,0.0709759188846641,0.19285502532356
"103","MP","Ophthalmologist",35,"Community Health Centre (CHC)",2010,"Urban",0.146942332065906,1.03679369250986,0.0709759188846641,0.223324801933284
"104","MP","Ophthalmologist",35,"Community Health Centre (CHC)",2011,"Urban",0.155074989438107,1.03679369250986,0.0709759188846641,0.231756689800126
"105","MP","Ophthalmologist",35,"Community Health Centre (CHC)",2012,"Urban",0.179288128432615,1.03679369250986,0.0709759188846641,0.256860719585496
"106","MP","Ophthalmologist",43,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0,1.02734375,0.0532319391634981,0.0532319391634981
"107","MP","Ophthalmologist",43,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0,1.02734375,0.0532319391634981,0.0532319391634981
"108","MP","Ophthalmologist",43,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0,1.02734375,0.0532319391634981,0.0532319391634981
"109","MP","Ophthalmologist",43,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0,1.02734375,0.0532319391634981,0.0532319391634981
"110","MP","Ophthalmologist",43,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0,1.02734375,0.0532319391634981,0.0532319391634981
"111","MP","Ophthalmologist",48,"Community Health Centre (CHC)",2009,"Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"112","MP","Ophthalmologist",48,"Community Health Centre (CHC)",2012,"Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"113","MP","Ophthalmologist",48,"Community Health Centre (CHC)",2008,"Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"114","MP","Ophthalmologist",48,"Community Health Centre (CHC)",2010,"Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"115","MP","Ophthalmologist",48,"Community Health Centre (CHC)",2011,"Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"116","MP","Ophthalmologist",70,"Community Health Centre (CHC)",2008,"Urban",0,1.01859024012393,0.0365019011406844,0.0365019011406844
"117","MP","Ophthalmologist",70,"Community Health Centre (CHC)",2010,"Urban",0,1.01859024012393,0.0365019011406844,0.0365019011406844
"118","MP","Ophthalmologist",70,"Community Health Centre (CHC)",2011,"Urban",0,1.01859024012393,0.0365019011406844,0.0365019011406844
"119","MP","Ophthalmologist",70,"Community Health Centre (CHC)",2009,"Urban",0,1.01859024012393,0.0365019011406844,0.0365019011406844
"120","MP","Ophthalmologist",70,"Community Health Centre (CHC)",2012,"Urban",0,1.01859024012393,0.0365019011406844,0.0365019011406844
"121","MP","Ophthalmologist",75,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"122","MP","Ophthalmologist",75,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"123","MP","Ophthalmologist",75,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"124","MP","Ophthalmologist",75,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"125","MP","Ophthalmologist",75,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0,1.03478981155519,0.0672403442065239,0.0672403442065239
"126","MP","Ophthalmologist",102,"Community Health Centre (CHC)",2008,"Rural",0,1.01544401544402,0.0304182509505703,0.0304182509505703
"127","MP","Ophthalmologist",102,"Community Health Centre (CHC)",2012,"Rural",0,1.01544401544402,0.0304182509505703,0.0304182509505703
"128","MP","Ophthalmologist",102,"Community Health Centre (CHC)",2011,"Rural",0,1.01544401544402,0.0304182509505703,0.0304182509505703
"129","MP","Ophthalmologist",102,"Community Health Centre (CHC)",2009,"Rural",0,1.01544401544402,0.0304182509505703,0.0304182509505703
"130","MP","Ophthalmologist",102,"Community Health Centre (CHC)",2010,"Rural",0,1.01544401544402,0.0304182509505703,0.0304182509505703
"131","MP","Ophthalmologist",129,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0.321979298690325,1.03679369250986,0.0709759188846641,0.40480202488554
"132","MP","Ophthalmologist",129,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0.320685466835657,1.03679369250986,0.0709759188846641,0.403460588179452
"133","MP","Ophthalmologist",129,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0.314585973806506,1.03679369250986,0.0709759188846641,0.39713667227932
"134","MP","Ophthalmologist",129,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0.312183143219265,1.03679369250986,0.0709759188846641,0.394645432682299
"135","MP","Ophthalmologist",129,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0.311628643852979,1.03679369250986,0.0709759188846641,0.394070531236832
"136","MP","Ophthalmologist",137,"Community Health Centre (CHC)",2012,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"137","MP","Ophthalmologist",137,"Community Health Centre (CHC)",2008,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"138","MP","Ophthalmologist",137,"Community Health Centre (CHC)",2011,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"139","MP","Ophthalmologist",137,"Community Health Centre (CHC)",2010,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"140","MP","Ophthalmologist",137,"Community Health Centre (CHC)",2009,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"141","MP","Ophthalmologist",153,"Community Health Centre (CHC)",2010,"Rural",0.00013862484157161,1.02734375,0.0532319391634981,0.0533743545280814
"142","MP","Ophthalmologist",153,"Community Health Centre (CHC)",2009,"Rural",0.000277249683143219,1.02734375,0.0532319391634981,0.0535167698926648
"143","MP","Ophthalmologist",153,"Community Health Centre (CHC)",2012,"Rural",0.000415874524714829,1.02734375,0.0532319391634981,0.0536591852572481
"144","MP","Ophthalmologist",153,"Community Health Centre (CHC)",2008,"Rural",0.000415874524714829,1.02734375,0.0532319391634981,0.0536591852572481
"145","MP","Ophthalmologist",153,"Community Health Centre (CHC)",2011,"Rural",0.000693124207858048,1.02734375,0.0532319391634981,0.0539440159864148
"146","MP","Ophthalmologist",165,"Community Health Centre (CHC)",2012,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"147","MP","Ophthalmologist",165,"Community Health Centre (CHC)",2010,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"148","MP","Ophthalmologist",165,"Community Health Centre (CHC)",2009,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"149","MP","Ophthalmologist",165,"Community Health Centre (CHC)",2008,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"150","MP","Ophthalmologist",165,"Community Health Centre (CHC)",2011,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"151","MP","Ophthalmologist",184,"Community Health Centre (CHC)",2009,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"152","MP","Ophthalmologist",184,"Community Health Centre (CHC)",2011,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"153","MP","Ophthalmologist",184,"Community Health Centre (CHC)",2012,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"154","MP","Ophthalmologist",184,"Community Health Centre (CHC)",2008,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"155","MP","Ophthalmologist",184,"Community Health Centre (CHC)",2010,"Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"156","MP","Ophthalmologist",190,"Community Health Centre (CHC)",2012,"Urban",0.159695817490494,1.03679369250986,0.0709759188846641,0.236547535179014
"157","MP","Ophthalmologist",190,"Community Health Centre (CHC)",2011,"Urban",0.204795099281791,1.03679369250986,0.0709759188846641,0.283306186076955
"158","MP","Ophthalmologist",196,"Community Health Centre (CHC)",2010,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"159","MP","Ophthalmologist",196,"Community Health Centre (CHC)",2012,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"160","MP","Ophthalmologist",196,"Community Health Centre (CHC)",2009,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"161","MP","Ophthalmologist",196,"Community Health Centre (CHC)",2008,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"162","MP","Ophthalmologist",196,"Community Health Centre (CHC)",2011,"Rural",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"163","MP","Ophthalmologist",208,"Community Health Centre (CHC)",2009,"Urban",0.0255069708491762,1.03679369250986,0.0709759188846641,0.0974213853761227
"164","MP","Ophthalmologist",208,"Community Health Centre (CHC)",2010,"Urban",0.0149714828897338,1.03679369250986,0.0709759188846641,0.0864982579122594
"165","MP","Ophthalmologist",208,"Community Health Centre (CHC)",2012,"Urban",0.022364807773553,1.03679369250986,0.0709759188846641,0.0941636105184793
"166","MP","Ophthalmologist",208,"Community Health Centre (CHC)",2011,"Urban",0.0182984790874525,1.03679369250986,0.0709759188846641,0.0899476665850583
"167","MP","Ophthalmologist",208,"Community Health Centre (CHC)",2008,"Urban",0.0157108153781158,1.03679369250986,0.0709759188846641,0.0872647931728814
"168","MP","Ophthalmologist",230,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"169","MP","Ophthalmologist",230,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"170","MP","Ophthalmologist",230,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"171","MP","Ophthalmologist",230,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"172","MP","Ophthalmologist",230,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0,1.03679369250986,0.0709759188846641,0.0709759188846641
"173","MP","Ophthalmologist",242,"Community Health Centre (CHC)",2011,"Urban",0.470413498098859,1.02334630350195,0.0456273764258555,0.527023290822743
"174","MP","Ophthalmologist",242,"Community Health Centre (CHC)",2009,"Urban",0.360860266159696,1.02334630350195,0.0456273764258555,0.414912395881108
"175","MP","Ophthalmologist",242,"Community Health Centre (CHC)",2008,"Urban",0.266634980988593,1.02334630350195,0.0456273764258555,0.318487298604844
"176","MP","Ophthalmologist",242,"Community Health Centre (CHC)",2010,"Urban",0.239424904942966,1.02334630350195,0.0456273764258555,0.290641967865544
"177","MP","Ophthalmologist",242,"Community Health Centre (CHC)",2012,"Urban",0.464472433460076,1.02334630350195,0.0456273764258555,0.520943524285778
"178","MP","Paedistrician",10,"Community Health Centre (CHC)",2010,"Urban",1.14436346993381,1.03679369250986,0.0709759188846641,1.25744474645073
"179","MP","Paedistrician",10,"Community Health Centre (CHC)",2008,"Urban",1.14658146739896,1.03679369250986,0.0709759188846641,1.2597443522326
"180","MP","Paedistrician",10,"Community Health Centre (CHC)",2009,"Urban",1.1978418532601,1.03679369250986,0.0709759188846641,1.31289079696906
"181","MP","Paedistrician",10,"Community Health Centre (CHC)",2012,"Urban",1.03642092663005,1.03679369250986,0.0709759188846641,1.14553059839992
"182","MP","Paedistrician",10,"Community Health Centre (CHC)",2011,"Urban",1.01621250528095,1.03679369250986,0.0709759188846641,1.12457863460959
"183","MP","Paedistrician",18,"Community Health Centre (CHC)",2012,"Rural",0.301204055766793,1.01859024012393,0.0365019011406844,0.343305412630486
"184","MP","Paedistrician",18,"Community Health Centre (CHC)",2011,"Rural",0.31723700887199,1.01859024012393,0.0365019011406844,0.359636422183803
"185","MP","Paedistrician",18,"Community Health Centre (CHC)",2009,"Rural",0.335868187579214,1.01859024012393,0.0365019011406844,0.378613958976987
"186","MP","Paedistrician",18,"Community Health Centre (CHC)",2010,"Rural",0.336945500633714,1.01859024012393,0.0365019011406844,0.379711299539858
"187","MP","Paedistrician",18,"Community Health Centre (CHC)",2008,"Rural",0.27743979721166,1.01859024012393,0.0365019011406844,0.319099370802445
"188","MP","Paedistrician",23,"Community Health Centre (CHC)",2009,"Semi/Peri-Urban",0.319884523306577,1.03679369250986,0.0709759188846641,0.402630174980445
"189","MP","Paedistrician",23,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0.337998169271934,1.03679369250986,0.0709759188846641,0.421410288865683
"190","MP","Paedistrician",23,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0.287600337980566,1.03679369250986,0.0709759188846641,0.369158135266618
"191","MP","Paedistrician",23,"Community Health Centre (CHC)",2011,"Semi/Peri-Urban",0.341078721306858,1.03679369250986,0.0709759188846641,0.424604185784942
"192","MP","Paedistrician",23,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0.354756372341924,1.03679369250986,0.0709759188846641,0.438785088106448
"193","MP","Paedistrician",43,"Community Health Centre (CHC)",2008,"Semi/Peri-Urban",0.561245775242924,1.02734375,0.0532319391634981,0.62982427857322
"194","MP","Paedistrician",43,"Community Health Centre (CHC)",2010,"Semi/Peri-Urban",0.646823510773131,1.02734375,0.0532319391634981,0.717742030309331
"195","MP","Paedistrician",43,"Community Health Centre (CHC)",2012,"Semi/Peri-Urban",0.734064744402197,1.02734375,0.0532319391634981,0.807368766420443
